#,Project,Tracker,Parent task,Status,Priority,Subject,Author,Assignee,Updated,Category,Target version,Start date,Due date,Estimated time,Spent time,% Done,Created,Closed,Related issues,Function Category,Rank,Actual Start Date,Actual Due Date,External Id,FS Update,FS Update Category,Schedule Impact,Estimated Impact,Actual Impact,Current Assignee,Discovered Test Process,Occurrence Condition,Cause Identified on,Cause Classification,Insertion Phase,Related member,Completion Condition,Assignee on Vendor side,Free text_1,Free text_2,Free text_3,Free numeric value_1,Free numeric value_2,Free numeric value_3,Private,Description
3342,4865_Post DRAGON Core Development,Bug,"",Closed,High,"S024 - When Multiple car series data is present, then No data found message is displayed and no data gets displayed. (Indicus_106)",NIKHIL RUIKAR,NIKHIL RUIKAR,01/26/2016 09:47 AM,"","",01/12/2016,01/14/2016,"",0,100,01/12/2016 02:19 PM,01/26/2016 09:47 AM,"",Screen / ??,A,"","",S024,No,"",No,"","",NML,?????/Integration Test,normal,"",Bug / ??,Implementation,"","","","","","","","","",No,"Expected :
Following car series,buyer group data should get displayed on screen
(BUYER_GRP_CD like '4ANT10%' and CAR_SRS=' D405' )
( BUYER_GRP_CD like '1MLY11%' and CAR_SRS=' D232' )

Actual :
No data found message gets displayed and data is not displayed in grid. 
Both Buyer groups have RHQ CD was set as not null (becaause of known issue of data not displaying for RHQ CD null).
Interestingly if only car series data is set(RHQ CD null for 1MLY11 ) then data for 4ANT10 is displayed .
It seems if there are multiple rows then data not found is coming..

Correct data was present in all required table. Please find snapshot of data in attachment."
3341,4865_Post DRAGON Core Development,Bug,"",Closed,High,"S024 - Grid values (M/S,Order,Allocation) which are displayed are incorrect.  (Indicus_105)",NIKHIL RUIKAR,NIKHIL RUIKAR,01/26/2016 10:00 AM,"","",01/12/2016,01/26/2016,"",0,100,01/12/2016 02:12 PM,01/26/2016 10:00 AM,"",Screen / ??,B,"","",S024,No,"",No,"","",NML,?????/Integration Test,normal,"",Defective Design / ????,Implementation,"","","","","","","","","",No,"Expected :
 M/S values should display as 5,10 and 15 for Prod months 201605,201606,201607 respectively.
  Allocation value should be displayed as 10 for 201605,201606,201607 .
  Order : 700

Actual :
 M/S is displaying as 10,20 and 30  for Prod months 201605,201606,201607 respectively.
I think Prod stage cd is not considered in grouping so prod stage cd 10 and 20 qty values are getting summed up and displaying.Please rectify.
           Allocation value is displayed as 0
           Order : 0"
3340,4865_Post DRAGON Core Development,Bug,"",New,Low,Excel like filtering functionality is not provided (Indicus_104),NIKHIL RUIKAR,ANAND KINGSLY,02/11/2016 09:47 PM,"","",01/12/2016,01/20/2016,"",0,0,01/12/2016 02:00 PM,"","",Screen / ??,C,"","",Common Screens,No,"",No,"","",RNTBCI,?????/Integration Test,normal,"",Bug / ??,Implementation,"","","","","","","","","",No,"Expected : Excel like filter functionality for Car Series and Buyer Group Columns in result grid.

Actual : Not Implemented."
3339,4865_Post DRAGON Core Development,Bug,"",Closed,Normal,S024-Additional Car Series are shown in Car Series combo for selected POR as well different Car Series is shown in combo after selection (Indicus_125),NIKHIL RUIKAR,NIKHIL RUIKAR,01/20/2016 11:08 AM,"","",01/12/2016,01/18/2016,"",0,100,01/12/2016 01:57 PM,01/20/2016 11:08 AM,"",Screen / ??,B,"","",S024,No,"",No,"","",NML,?????/Integration Test,normal,"",Bug / ??,Implementation,"","","","","","","","","",No,"Additional Car Series are shown in Car Series combo for selected POR as well as different Car Series is shown in combo after selection
Step1:Select POR=66
Step2:Select Ordertake Month=201602
Step3:Observe values in Car Series combo
Actual:After Step3,Other Car Series are also present along with Car Series belonging to POR 66 in Car Series combo.
Expected:After Step3,Other Car Series should not be present ,only Car Series belonging to POR 66 should only be shown in Car Series combo.

Step4:Now,select any Car Series from  combo( belonging to POR 66,say D405 )
Step5:Observe value in Car Series combo

Actual:In Step5,Car Series selected in Step 4 is not shown in Car Series combo,different Car series is shown."
3338,4865_Post DRAGON Core Development,Bug,"",Closed,High,S024-Grid is showing all Production months data instead of forecast months based on selected Ordertake Base month (Indicus_124),NIKHIL RUIKAR,NIKHIL RUIKAR,01/20/2016 11:08 AM,"","",01/12/2016,01/18/2016,"",0,100,01/12/2016 01:51 PM,01/20/2016 11:08 AM,"",Screen / ??,B,"","",S024,No,"",No,"","",NML,?????/Integration Test,normal,"",Bug / ??,Implementation,"","","","","","","","","",No,"Grid is showing all Production months data instead of forecast months based on selected Ordertake Base month
Step1:Select POR='66'
Step2.Select Ordertake Month=201602
Step3:Select 'All'  value in all other combos
Step4:Click 'Search' button.

Actual:All Production months from 201602  are shown in grid .
Expected:All Production months from 201605 should only be shown in grid."
3337,4865_Post DRAGON Core Development,Issue,"",Closed,High,R000020-Ex No error report validation,SURENDRAN PALANISAMY,THAMIZHANBAN GOKULAKRISHNAN,02/29/2016 02:23 PM,"","",01/12/2016,01/16/2016,"",0,100,01/12/2016 01:19 PM,02/29/2016 02:23 PM,"",Report-List / ??,C,01/12/2016,"",R000020,"","",Yes,"","",RNTBCI,"","","","","","","","","","","","","","",No,"Execute the batch with EX-NO available for the different key combination in the MONTHLY_PRODUCTION_ORDER_TRN.
In design it is mentioned as batch should be stopped by updating the error message and the status should be updated in monthly production order if trn.
Error report also need to generated.

Actual:
Batch is stopped by updating the M000270 message.And the process is getting rolled back.

Need a clarification from designer to check that scenario."
3332,4865_Post DRAGON Core Development,Bug,"",Closed,Normal,Lot-1/B000052/11009-7193:Regionl weekly ocf limit trn Updation_37 - Update query Wrong,Testlink System,ARIF AHMED,01/22/2016 09:46 PM,"","",01/11/2016,01/11/2016,"",0,100,01/11/2016 09:52 PM,01/22/2016 09:46 PM,"",Batch / ???,B,01/11/2016,01/11/2016,B000052,No,"",No,"","",RNTBCI,?????/Joint test,normal,01/11/2016,Bug / ??,Implementation,SAMBIT BEDANTA,"","",JT,"",LOT1#4,"","","",No,"Execute B000052.sh 09 M
Batch ends with Success.
Check the log.
Data Mapping for the columns are wrong."
3331,4865_Post DRAGON Core Development,Issue,"",Closed,High,R000020-Frozen type cd validation ,SURENDRAN PALANISAMY,THAMIZHANBAN GOKULAKRISHNAN,02/12/2016 03:26 PM,"","",01/11/2016,01/16/2016,"",0,100,01/11/2016 09:27 PM,02/12/2016 03:26 PM,"",Report-List / ??,C,01/11/2016,"",R000020,"","",No,"","",RNTBCI,"","","","","","","","",JT,"",LOT1#4,"","","",No,"Check for frozen type cd extraction.
In design document it is mentioned as production month should be extracted <=order take base month.
If more than one frozen type cd is extracted, which frozen type cd should be updated in monthly production schedule if trn.

Need a clarification for testing."
3327,4865_Post DRAGON Core Development,Bug,"",Closed,Normal,S033-Mandatory asterisk getting cleared on clicking 'Cancel' button (Indicus_123),NIKHIL RUIKAR,NIKHIL RUIKAR,01/29/2016 09:44 AM,"","",01/11/2016,01/29/2016,"",0,100,01/11/2016 04:59 PM,01/29/2016 09:44 AM,"",Screen / ??,C,"","",S033,No,"",No,"","",NML,?????/Integration Test,normal,"",Not a Defect - As Excpected / ????,Design,"","","","","","","","","",No,"Mandatory asterisk getting cleared on clicking 'Cancel' button  for following fields:
Production Order Receiver 
Order Take Base Period"
3326,4865_Post DRAGON Core Development,Bug,"",Closed,Normal,S033-Grid UI issues found (Reference:Design document for S033) (Indicus_122),NIKHIL RUIKAR,NIKHIL RUIKAR,03/03/2016 03:05 PM,"","",01/11/2016,01/29/2016,"",0,100,01/11/2016 04:54 PM,03/03/2016 03:05 PM,"",Screen / ??,C,"","",S033,No,"",No,"","",NML,?????/Integration Test,normal,"",Bug / ??,Implementation,"","","",partially resolved,"","","","","",No,"Grid UI issues:
1.""Vol/OCF"" column name should be ""Vol/OCF Validation""
2.Column label section should be merged for all  last 3 columns where links are available
3.Borders are not proper in grid label section 
4.""NSC Horizon Validation"" label is not center-aligned
5.Perceivable Red Patches are seen in column-label section as  well as Pagination section
6.For,""NSC Horizon Validation"" label section as well as ""N+3 Onwards Validation""label section,faint column partition lines are seen that are of columns under these labels.These faint lines should not be seen.
7.Column borders should be Bold for following columns:
NSC Confirmation Status
Vol/OCF Validation
8.All cell borders should be Bold for last 3 columns where following links are present:
Monthly Order IP
Limit Check(Sum)
NSC Confirmation"
3325,4865_Post DRAGON Core Development,Bug,"",Closed,High,S033-Same Buyer Group-Car Series combination is repeated multiple times in grid. (Indicus_121),NIKHIL RUIKAR,NIKHIL RUIKAR,01/19/2016 04:06 PM,"","",01/11/2016,01/13/2016,"",0,100,01/11/2016 04:51 PM,01/19/2016 04:06 PM,"",Screen / ??,A,"","",S033,No,"",No,"","",NML,?????/Integration Test,normal,"",Bug / ??,Implementation,"","","","","","","","","",No,"Same Buyer Group-Car Series combination is repeated multiple times in grid.
Test Data:POR=66
Step1:Select POR='66'
Step2:Select  Ordertake Base month='201603'
Step3:Click Search
Actual:Same combination of Car Series -Buyer Group is found multiple times in grid.For e.g.,4ANT10-D405 combination is repeated.
Expected:Same combination of Car Series -Buyer Group should occur only once in grid.For e.g.,4ANT10-D405 combination should occur only once."
3324,4865_Post DRAGON Core Development,Bug,"",Closed,High,"S024 - Data is not searched for draft period (201603), D405 car series (Indicus_103)",NIKHIL RUIKAR,NIKHIL RUIKAR,01/20/2016 11:10 AM,"","",01/11/2016,01/13/2016,"",0,100,01/11/2016 04:48 PM,01/20/2016 11:10 AM,"",Screen / ??,A,"","",PST-DRG-S024,No,"",No,"","",NML,?????/Integration Test,normal,"",Bug / ??,Implementation,"","","","","","","","","",No,"Expected : D405 data should get searched and displayed for 201603 ordertake base month which is draft stage

Search Data 
POR CD=66 |201603 CAR Series= ALL 

All the required data is set for POR CD = 66, OTBM=201603(draft stage), Car series = ' D405'  Buyer Group='4ANT10' in all required tables. 
But even then data is not getting searched

Issue discussed with Kalyan already on TC and he is looking into it.
This need to be resolved asap as else we will not be able to test order quantiy updation functionality."
3323,4865_Post DRAGON Core Development,Bug,"",Closed,Low,"S024- When Car series is selected( D405), Data is not getting displayed (Indicus_102)",NIKHIL RUIKAR,NIKHIL RUIKAR,01/20/2016 11:10 AM,"","",01/11/2016,01/18/2016,"",0,100,01/11/2016 04:41 PM,01/20/2016 11:10 AM,"",Screen / ??,C,"","",S024,No,"",No,"","",NML,?????/Integration Test,normal,"",Bug / ??,Implementation,"","","","","","","","","",No,"Expected : D405 data should get searched and displayed when D405 is selected in Car series

Search Data 
POR CD=66 |201602 CAR Series= D405

Data was not getting searched when  Car series was selected
as D405 . But when Car series combo is kept as ALL then following data is getting searched properly.

4ANT10| D405"
3322,4865_Post DRAGON Core Development,Bug,"",Closed,High,S024- When RHQ CD is blank for a Buyer Group then that Buyer group is not searched (Indicus_101),NIKHIL RUIKAR,NIKHIL RUIKAR,01/25/2016 10:19 AM,"","",01/11/2016,01/15/2016,"",0,100,01/11/2016 04:37 PM,01/25/2016 10:19 AM,"",Screen / ??,B,"","",PST-DRG-S024,No,"",No,"","",NML,?????/Integration Test,normal,"",Defective Design / ????,Implementation,"","","","","","","","","",No,"Expected : Even if RHQ CD is blank for a Buyer group, then also data should get searched of that Buyer Group.

Search Data 
POR CD=66 |201602

Following data was not getting searched when 
4ANT10 Buyer group was having RHQ CD = NULL 
4ANT10| D405

When RHQ CD was set to this buyer group then above data was displayed.
Already discussed this issue with Kalyan. He is looking into it."
3318,4865_Post DRAGON Core Development,Issue,"",Closed,High,Allocation Support tool- display,SOUNDERARAJAN DASHINA,SOUNDERARAJAN DASHINA,02/08/2016 08:13 PM,"","",01/09/2016,"","",0,100,01/09/2016 07:12 PM,02/08/2016 08:13 PM,"",Screen / ??,C,01/09/2016,01/11/2016,"","","",No,"","",RNTBCI,"","","","","","","","","","","","","","",No,"As per basic design allocation support tool is always on the screen. 
But actually Allocation support tool works on search result grid values. 
So please confirm that the allocation support tool is always should be present on the screen ?or after the search only it should be present?. 
"
3317,4865_Post DRAGON Core Development,Bug,"",Closed,Low,"Lot-2/I000065/11009-7598: Data inserted as null in Col 2,4,6,8,9",PAVANI PINNAKA,VIDYASEKARAN DUVARAKAN,01/21/2016 03:51 PM,"","",01/06/2016,01/07/2016,"",0,100,01/09/2016 02:39 PM,01/21/2016 03:51 PM,Copied from #3186,Interface / ????????,C,01/06/2016,01/07/2016,I000065,No,"",No,"","",RNTBCI,?????/Joint test,normal,01/06/2016,Bug / ??,Implementation,SAMBIT BEDANTA,"","",UT,"",LOT2#3,"","","",No,"Make sure ORDRTK_BASE_PRD_TYPE, PROD_PRD_TYPE, CAR_SRS, BUYER_CD, SPEC_DESTN_CD is null in TRN_WKLY_ORDR_ERR_IF
Execute I000065 (sh I000065.sh I000065 09 I000065 BUYER1).
Check ""Col 2,4,6,8,9"" in CMN_INTERFACE_DATA.

Actual Result: 1) ""Col 2,4,6,8,9"" Values inserted as ""null""
Expected Result: 1) ""Col 2,4,6,8,9"" Should not having null values."
3316,4865_Post DRAGON Core Development,Bug,"",Closed,Low,Lot1-R000020- Error message validation,Testlink System,THAMIZHANBAN GOKULAKRISHNAN,01/14/2016 12:20 AM,"","",01/09/2016,01/09/2016,"",0,100,01/09/2016 01:40 AM,01/14/2016 12:20 AM,"",Report-List / ??,C,01/08/2016,"",R000020,No,"",No,"","",RNTBCI,?????/Joint test,normal,"",Bug / ??,Implementation,SAMBIT BEDANTA,"","",JT,"",LOT1#4,"","","",No,"Execute the batch and check for the error report.
Report should contain error message field as either war or error.

Actual:
Message id is displaying"
3315,4865_Post DRAGON Core Development,Bug,"",Closed,High,Lot1-R000020- error status cd updation,Testlink System,NIROSHA THIYAGARAJAN,02/17/2016 07:35 PM,"","",01/08/2016,"","",0,100,01/08/2016 10:35 PM,02/17/2016 07:35 PM,"",Report-List / ??,B,01/08/2016,"",R000020,No,"",No,"","",RNTBCI,?????/Joint test,normal,"",Bug / ??,Implementation,SAMBIT BEDANTA,"","",JT,"",LOT1#4,"","","",No,"Check for the error status cd updation in monthly production order  if trn.
it should be 0,1,2,3 as per design.

Actual:
It is updating as 1 to 13.

Excepted:
0 and 1 and 2 should be updated"
3314,4865_Post DRAGON Core Development,Bug,"",Closed,High,Lot1-R000020- Index out of bound exception,Testlink System,THAMIZHANBAN GOKULAKRISHNAN,01/09/2016 03:12 AM,"","",01/08/2016,01/08/2016,"",0,100,01/08/2016 09:41 PM,01/09/2016 03:12 AM,"",Report-List / ??,B,01/08/2016,"",R000020,No,"",No,"","",RNTBCI,?????/Joint test,normal,"",Bug / ??,Implementation,SAMBIT BEDANTA,"","",JT,"",LOT1#4,"","","",No,"Execute the batch with production month <order take base month.
Records should be skipped and process for further record processing.

Actual:
Index out of bound exception"
3313,4865_Post DRAGON Core Development,Bug,"",Closed,Normal,Lot-1/Send Feature Interface to NSC-Flag Yes/11009-7986:Execute_Interface_Flag Value YES_Pattern1_All Prmtr_OCF buyer grp extraction fail message is not correct,Testlink System,SAMBIT BEDANTA,03/02/2016 08:36 PM,"","",01/08/2016,01/08/2016,"",0,100,01/08/2016 08:33 PM,03/02/2016 08:36 PM,"",Interface / ????????,C,01/08/2016,01/08/2016,I000091,No,"",No,"","",RNTBCI,?????/Joint test,normal,01/08/2016,Bug / ??,Implementation,SAMBIT BEDANTA,"","",JT,"",LOT1#4,"","","",No,"When buyer cd prmtr is NULL,
OCF Region cd and OCF Buyer cd exist in MST OCF region cd.
On execution of the batch, Error message is &1 : I000091, For POR CD - [B000056]- [POR CD],[B000056]- [OCF Region Code],[B000056]- [OCF Buyer Group Code],[B000056]- [Buyer Group Code] &2 : BUYER_MST &3 :OCF_REGION_MST &4 : POR_MST.

Expected:
&1 : I000091, For [P0002.1-OCF_REGION_CD],[P0002.1-OCF_BUYER_GROUP_CD]&2 : BUYER_MST.BUYER_GROUP_CD"
3312,4865_Post DRAGON Core Development,Bug,"",Closed,High,Lot-1/Send feature interface to NSC-Flag No/11009-8367:Execute_Interface_Flag Value NO_Pattern2_Buyer grp cd null_30-Data gets inserted even though inteface ends with error,Testlink System,SAMBIT BEDANTA,01/08/2016 09:17 PM,"","",01/08/2016,01/08/2016,"",0,100,01/08/2016 07:07 PM,01/08/2016 09:17 PM,"",Interface / ????????,B,01/07/2016,01/08/2016,I000091,No,"",No,"","",RNTBCI,?????/Joint test,normal,01/08/2016,Bug / ??,Implementation,SAMBIT BEDANTA,"","",JT,"",LOT1#4,"","","",No,"Data gets inserted, even though interface execution ends with [M00354 : I000091, For POR CD - 21 G GOM : No record found in BUYER_GROUP_WEEKLY_OCF_LIMIT_TRN]

refer the attachement"
